code,name,symptoms
143,Intertrigo (skin condition),"{'Skin rash': '87', 'Abnormal appearing skin': '47', 'Skin dryness peeling scaliness or roughness': '38', 'Skin swelling': '33', 'Skin irritation': '27', 'Neck pain': '27', 'Skin lesion': '27', 'Itching of skin': '27', 'Acne or pimples': '20', 'Skin growth': '20', 'Foot or toe swelling': '20', 'Skin moles': '20'}"
144,Parathyroid adenoma,"{'Shoulder pain': '30', 'Weakness': '24', 'Anxiety and nervousness': '24', 'Disturbance of memory': '18', 'Fluid retention': '10', 'Flu-like syndrome': '10', 'Throat feels tight': '10', 'Weight gain': '10', 'Symptoms of the kidneys': '10', 'Tongue lesions': '10', 'Difficulty in swallowing': '10', 'Flatulence': '10'}"
145,Glucocorticoid deficiency,"{'Shortness of breath': '44', 'Weakness': '44', 'Diarrhea': '34', 'Problems with movement': '34', 'Side pain': '34', 'Lack of growth': '21', 'Symptoms of the kidneys': '21', 'Muscle cramps contractures or spasms': '21', 'Drug abuse': '21', 'Rib pain': '21', 'Feeling ill': '21', 'Apnea': '21'}"
146,Temporomandibular joint disorder,"{'Facial pain': '84', 'Ear pain': '81', 'Headache': '54', 'Neck pain': '46', 'Nasal congestion': '29', 'Sore throat': '27', 'Toothache': '27', 'Ringing in ear': '24', 'Diminished hearing': '24', 'Pain in eye': '18', 'Jaw pain': '18', 'Redness in ear': '18'}"
147,Wilson disease,"{'Sleepiness': '69', 'Diminished vision': '51', 'Fatigue': '51', 'Abnormal breathing sounds': '51', 'Insomnia': '51', 'Cough': '33', 'Apnea': '33', 'Problems with movement': '33', 'Fainting': '33', 'Difficulty in swallowing': '33', 'Weakness': '33', 'Difficulty eating': '33'}"
148,Vesicoureteral reflux,"{'Suprapubic pain': '61', 'Fever': '47', 'Blood in urine': '22', 'Constipation': '22', 'Symptoms of the kidneys': '12', 'Involuntary urination': '12', 'Fluid in ear': '12', 'Regurgitation': '12'}"
149,Vitamin A deficiency,"{'Fatigue': '84', 'Hand or finger pain': '84', 'Knee lump or mass': '14', 'Eye strain': '14', 'Excessive growth': '14', 'Pelvic pressure': '14', 'Bedwetting': '14', 'Vulvar sore': '14', 'Loss of sex drive': '14', 'Neck cramps or spasms': '14', 'Joint stiffness or tightness': '14', 'Shoulder swelling': '14'}"
150,Gonorrhea,"{'Penile discharge': '72', 'Sharp abdominal pain': '48', 'Vaginal discharge': '44', 'Vaginal itching': '28', 'Painful urination': '28', 'Penis redness': '20', 'Problems with movement': '20', 'Paresthesia': '20', 'Itching of skin': '20', 'Vaginal pain': '11', 'Spotting or bleeding during pregnancy': '11', 'Cramps and spasms': '11'}"
151,Fracture of the rib,"{'Rib pain': '81', 'Sharp chest pain': '61', 'Back pain': '49', 'Side pain': '36', 'Shoulder pain': '32', 'Ache all over': '29', 'Arm pain': '24', 'Shortness of breath': '24', 'Hurts to breath': '22', 'Hip pain': '17', 'Bones are painful': '6', 'Back mass or lump': '2'}"
152,Ependymoma,"{'Diminished vision': '68', 'Pain in eye': '43', 'Headache': '27', 'Eyelid swelling': '27', 'Symptoms of eye': '27', 'Abnormal appearing skin': '27', 'Eye redness': '27', 'Emotional symptoms': '2', 'Elbow cramps or spasms': '2', 'Pus in sputum': '2', 'Elbow weakness': '2', 'Muscle swelling': '2'}"
153,Hepatitis due to a toxin,"{'Sharp abdominal pain': '53', 'Nausea': '33', 'Diarrhea': '33', 'Vomiting': '30', 'Depression': '27', 'Fatigue': '27', 'Jaundice': '24', 'Itching of skin': '20', 'Feeling ill': '16', 'Upper abdominal pain': '16', 'Flu-like syndrome': '11', 'Rectal bleeding': '11'}"
154,Vaginal cyst,"{'Sharp abdominal pain': '56', 'Spotting or bleeding during pregnancy': '36', 'Pelvic pain': '25', 'Vaginal pain': '24', 'Lower abdominal pain': '23', 'Vaginal discharge': '22', 'Cramps and spasms': '20', 'Intermenstrual bleeding': '19', 'Blood clots during menstrual periods': '17', 'Pain during pregnancy': '15', 'Heavy menstrual flow': '14', 'Problems during pregnancy': '11'}"
155,Open wound of the shoulder,"{'Shoulder pain': '61', 'Arm pain': '32', 'Shoulder stiffness or tightness': '14', 'Arm swelling': '14', 'Abusing alcohol': '14', 'Elbow pain': '14', 'Wrist pain': '14'}"
156,Ectopic pregnancy,"{'Sharp abdominal pain': '79', 'Pain during pregnancy': '66', 'Spotting or bleeding during pregnancy': '60', 'Lower abdominal pain': '60', 'Pelvic pain': '48', 'Nausea': '27', 'Dizziness': '24', 'Cramps and spasms': '21', 'Intermenstrual bleeding': '21', 'Burning abdominal pain': '21', 'Vaginal discharge': '13', 'Problems during pregnancy': '13'}"
157,Chronic knee pain,"{'Knee pain': '95', 'Leg pain': '47', 'Knee swelling': '34', 'Back pain': '25', 'Hip pain': '21', 'Leg swelling': '10', 'Knee stiffness or tightness': '8', 'Joint pain': '7', 'Knee weakness': '6'}"
158,Pinguecula,"{'Symptoms of eye': '65', 'Lacrimation': '46', 'Double vision': '30', 'Headache': '30', 'Spots or clouds in vision': '30', 'Sleepiness': '30', 'Paresthesia': '30', 'Pain in eye': '30', 'Apnea': '30', 'Diminished vision': '30', 'Abnormal breathing sounds': '30', 'Itching of scrotum': '2'}"
159,Hypergammaglobulinemia,"{'Fatigue': '41', 'Hip stiffness or tightness': '8', 'Blood in stool': '8', 'Knee stiffness or tightness': '8'}"
160,Alcohol abuse,"{'Abusing alcohol': '75', 'Depressive or psychotic symptoms': '49', 'Drug abuse': '41', 'Depression': '38', 'Anxiety and nervousness': '27', 'Hostile behavior': '8', 'Delusions or hallucinations': '8', 'Excessive anger': '4', 'Vomiting blood': '4', 'Smoking problems': '2', 'Slurring words': '2', 'Low self-esteem': '1'}"
161,Carpal tunnel syndrome,"{'Loss of sensation': '80', 'Hand or finger pain': '66', 'Wrist pain': '57', 'Paresthesia': '48', 'Arm pain': '45', 'Neck pain': '36', 'Hand or finger weakness': '11', 'Elbow pain': '11', 'Hand or finger stiffness or tightness': '9', 'Hand or finger swelling': '8', 'Arm weakness': '5', 'Wrist swelling': '4'}"
162,Pituitary disorder,"{'Headache': '44', 'Lack of growth': '38', 'Pain in eye': '14', 'Sleepiness': '14', 'Bleeding or discharge from nipple': '14', 'Mouth pain': '8', 'Acne or pimples': '8', 'Hot flashes': '8', 'Fluid retention': '8', 'Postpartum problems of the breast': '8', 'Infertility': '8', 'Weight gain': '8'}"
163,Kidney stone,"{'Side pain': '80', 'Sharp abdominal pain': '62', 'Back pain': '51', 'Vomiting': '42', 'Nausea': '42', 'Blood in urine': '37', 'Lower abdominal pain': '35', 'Low back pain': '26', 'Painful urination': '20', 'Frequent urination': '19', 'Retention of urine': '17', 'Suprapubic pain': '14'}"
164,Autism,"{'Seizures': '41', 'Depressive or psychotic symptoms': '29', 'Hostile behavior': '24', 'Lack of growth': '17', 'Constipation': '13', 'Temper problems': '11', 'Antisocial behavior': '8', 'Difficulty speaking': '6', 'Restlessness': '6', 'Obsessions and compulsions': '2', 'Long menstrual periods': '2', 'Eyelid retracted': '2'}"
165,Cat scratch disease,"{'Neck swelling': '74', 'Skin swelling': '74', 'Groin mass': '57', 'Skin rash': '57', 'Loss of sensation': '57', 'Arm swelling': '57', 'Skin lesion': '57', 'Headache': '57', 'Fever': '57', 'Swollen eye': '57', 'Arm lump or mass': '57', 'Itchy eyelid': '5'}"
166,Chronic glaucoma,"{'Diminished vision': '62', 'Pain in eye': '30', 'Symptoms of eye': '28', 'Spots or clouds in vision': '26', 'Lacrimation': '15', 'Foreign body sensation in eye': '13', 'Blindness': '12', 'Itchiness of eye': '12', 'Eye burns or stings': '10', 'White discharge from eye': '5', 'Double vision': '5', 'Mass on eyelid': '4'}"
167,Retinal detachment,"{'Spots or clouds in vision': '66', 'Diminished vision': '64', 'Blindness': '39', 'Symptoms of eye': '32', 'Pain in eye': '22', 'Itchiness of eye': '15', 'Eye burns or stings': '10', 'Lacrimation': '10', 'Cloudy eye': '6', 'Abnormal movement of eyelid': '6', 'Bleeding from eye': '6', 'Double vision': '6'}"
168,Aplastic anemia,"{'Fatigue': '41', 'Fever': '36', 'Weakness': '29', 'Nausea': '25', 'Slurring words': '12', 'Feeling cold': '6', 'Lack of growth': '6', 'Hot flashes': '6', 'Mouth dryness': '6', 'Vomiting blood': '6', 'Fluid retention': '6', 'Leg weakness': '6'}"
169,Overflow incontinence,"{'Retention of urine': '55', 'Involuntary urination': '41', 'Symptoms of bladder': '35', 'Frequent urination': '33', 'Suprapubic pain': '33', 'Blood in urine': '27', 'Excessive urination at night': '15', 'Impotence': '15', 'Symptoms of prostate': '15', 'Hand or finger stiffness or tightness': '8', 'Focal weakness': '8', 'Hesitancy': '8'}"
170,Rabies,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
171,Hemolytic anemia,"{'Fatigue': '47', 'Cough': '41', 'Nausea': '25', 'Weakness': '25', 'Fever': '25', 'Peripheral edema': '14', 'Allergic reaction': '14', 'Itching of skin': '14', 'Joint pain': '14', 'Skin growth': '14', 'Swollen abdomen': '14', 'Stomach bloating': '14'}"
172,Lateral epicondylitis (tennis elbow),"{'Elbow pain': '92', 'Arm pain': '53', 'Shoulder pain': '38', 'Loss of sensation': '37', 'Wrist pain': '33', 'Hand or finger pain': '21', 'Paresthesia': '21', 'Elbow lump or mass': '8', 'Elbow swelling': '8', 'Joint pain': '8', 'Irregular belly button': '4', 'Hand or finger stiffness or tightness': '4'}"
173,Open wound of the eye,"{'Pain in eye': '55', 'Diminished vision': '25', 'Symptoms of eye': '18', 'Spots or clouds in vision': '10', 'Swollen eye': '5', 'Foreign body sensation in eye': '5', 'Bleeding from eye': '5', 'Itchiness of eye': '5', 'Knee weakness': '5', 'White discharge from eye': '5', 'Blindness': '5'}"
174,Syphilis,"{'Skin rash': '50', 'Headache': '34', 'Vaginal discharge': '17', 'Foot or toe swelling': '17', 'Itching of skin': '17', 'Arm lump or mass': '9', 'Problems during pregnancy': '9', 'Muscle pain': '9', 'Congestion in chest': '9', 'Disturbance of memory': '9', 'Muscle weakness': '9', 'Increased heart rate': '9'}"
175,Diabetic kidney disease,"{'Leg swelling': '12', 'Impotence': '12', 'Hurts to breath': '7', 'Lack of growth': '7', 'Thirst': '7', 'Delusions or hallucinations': '7', 'Irregular appearing nails': '7', 'Symptoms of the kidneys': '7', 'Leg cramps or spasms': '7', 'Heartburn': '7', 'Blood in stool': '7', 'Excessive anger': '7'}"
176,Nose disorder,"{'Nasal congestion': '83', 'Cough': '69', 'Fever': '47', 'Sore throat': '44', 'Headache': '36', 'Coryza': '30', 'Ear pain': '28', 'Difficulty breathing': '24', 'Painful sinuses': '22', 'Facial pain': '21', 'Sinus congestion': '19', 'Nosebleed': '17'}"
177,Drug withdrawal,"{'Vomiting': '59', 'Nausea': '53', 'Antisocial behavior': '45', 'Anxiety and nervousness': '45', 'Chills': '40', 'Diarrhea': '38', 'Sharp abdominal pain': '38', 'Depression': '36', 'Ache all over': '36', 'Seizures': '36', 'Abnormal involuntary movements': '33', 'Dizziness': '33'}"
178,Dental caries,"{'Toothache': '95', 'Gum pain': '45', 'Facial pain': '40', 'Peripheral edema': '30', 'Ear pain': '24', 'Mouth pain': '22', 'Jaw swelling': '20', 'Skin swelling': '6', 'Pain in gums': '5', 'Neck swelling': '4', 'Skin irritation': '3', 'Restlessness': '2'}"
179,Hypercholesterolemia,"{'Sharp chest pain': '26', 'Palpitations': '12', 'Weight gain': '8', 'Excessive urination at night': '3', 'Hand or finger stiffness or tightness': '2'}"
180,Fracture of the patella,"{'Knee pain': '85', 'Leg pain': '43', 'Knee swelling': '23', 'Ankle pain': '18', 'Hip pain': '18', 'Leg swelling': '18', 'Leg weakness': '13', 'Melena': '7', 'Bones are painful': '7', 'Back cramps or spasms': '7', 'Knee weakness': '7'}"
181,Kidney failure,"{'Shortness of breath': '43', 'Nausea': '26', 'Weakness': '25', 'Sharp chest pain': '25', 'Vomiting': '24', 'Symptoms of the kidneys': '11', 'Arm swelling': '9', 'Leg swelling': '8', 'Muscle cramps contractures or spasms': '3', 'Swollen abdomen': '3', 'Leg weakness': '3', 'Lymphedema': '3'}"
182,Fracture of the neck,"{'Hip pain': '83', 'Low back pain': '36', 'Leg pain': '29', 'Groin pain': '22', 'Side pain': '22', 'Elbow pain': '22', 'Lower body pain': '12', 'Symptoms of bladder': '12', 'Low self-esteem': '12', 'Regurgitation': '12'}"
183,Muscle spasm,"{'Neck pain': '68', 'Back pain': '62', 'Shoulder pain': '51', 'Leg pain': '51', 'Headache': '43', 'Leg cramps or spasms': '38', 'Low back pain': '38', 'Muscle cramps contractures or spasms': '34', 'Arm pain': '30', 'Sharp chest pain': '26', 'Loss of sensation': '20', 'Abnormal involuntary movements': '11'}"
184,Hemophilia,"{'Leg pain': '29', 'Cough': '25', 'Headache': '25', 'Bleeding gums': '14', 'Frontal headache': '8', 'Melena': '8', 'Uterine contractions': '8', 'Nosebleed': '8', 'Groin pain': '8', 'Hemoptysis': '8', 'Absence of menstruation': '8', 'Skin on arm or hand looks infected': '8'}"
185,Hyperosmotic hyperketotic state,"{'Weakness': '60', 'Thirst': '60', 'Frequent urination': '49', 'Cough': '32', 'Sharp abdominal pain': '32', 'Fainting': '32', 'Burning chest pain': '32', 'Mouth ulcer': '32', 'Neck pain': '32', 'Pain during intercourse': '32', 'Mouth dryness': '32', 'Diminished vision': '32'}"
186,Peritonsillar abscess,"{'Sore throat': '94', 'Difficulty in swallowing': '62', 'Swollen or red tonsils': '41', 'Fever': '41', 'Ear pain': '41', 'Throat feels tight': '34', 'Headache': '26', 'Chills': '26', 'Neck swelling': '20', 'Throat swelling': '20', 'Swollen lymph nodes': '15', 'Throat redness': '15'}"
187,Gastroparesis,"{'Vomiting': '85', 'Nausea': '75', 'Sharp abdominal pain': '74', 'Regurgitation': '36', 'Sharp chest pain': '27', 'Diarrhea': '27', 'Fatigue': '22', 'Burning abdominal pain': '22', 'Heartburn': '22', 'Loss of sensation': '22', 'Constipation': '15', 'Upper abdominal pain': '15'}"
188,Itching of unknown cause,"{'Itching of skin': '86', 'Skin rash': '78', 'Allergic reaction': '32', 'Abnormal appearing skin': '23', 'Skin dryness peeling scaliness or roughness': '17', 'Itchy scalp': '15', 'Vaginal itching': '13', 'Paresthesia': '13', 'Skin irritation': '11', 'Problems during pregnancy': '11', 'Fluid retention': '8', 'Sneezing': '8'}"
189,Fat embolism,"{'Pain in eye': '91', 'Shoulder cramps or spasms': '91', 'Facial pain': '91', 'Ankle pain': '91', 'Wrist pain': '91', 'Pain during pregnancy': '91', 'Excessive anger': '91', 'Joint stiffness or tightness': '91', 'Pain or soreness of breast': '91', 'Knee lump or mass': '91', 'Fatigue': '91', 'Excessive urination at night': '91'}"
190,Polycythemia vera,"{'Fatigue': '43', 'Skin lesion': '30', 'Dizziness': '30', 'Headache': '24', 'Symptoms of eye': '17', 'Itching of skin': '17', 'Joint pain': '10', 'Regurgitation': '10', 'Weight gain': '10', 'Difficulty eating': '10', 'Spots or clouds in vision': '10', 'Joint swelling': '10'}"
191,Thrombocytopenia,"{'Sharp chest pain': '26', 'Fatigue': '21', 'Blood in urine': '13', 'Nosebleed': '11', 'Blood in stool': '7', 'Bleeding gums': '5', 'Tongue lesions': '2', 'Eyelid swelling': '2', 'Mouth pain': '2', 'Irregular belly button': '2', 'Lymphedema': '2', 'Irregular appearing scalp': '2'}"
192,Head and neck cancer,"{'Sore throat': '28', 'Difficulty in swallowing': '23', 'Mouth pain': '15', 'Throat feels tight': '14', 'Facial pain': '12', 'Hoarse voice': '12', 'Neck mass': '10', 'Plugged feeling in ear': '8', 'Tongue lesions': '8', 'Hemoptysis': '6', 'Tongue pain': '6', 'Bleeding in mouth': '6'}"
193,Pseudohypoparathyroidism,"{'Knee pain': '87', 'Foot or toe pain': '51', 'Wrist pain': '51', 'Low back pain': '33', 'Hip pain': '33', 'Leg pain': '33', 'Joint pain': '33', 'Ankle pain': '33', 'Skin lesion': '33', 'Wrist swelling': '33', 'Leg swelling': '33', 'Elbow weakness': '2'}"
194,Goiter,"{'Fatigue': '22', 'Weight gain': '15', 'Neck mass': '12', 'Difficulty in swallowing': '12', 'Neck swelling': '10', 'Lump in throat': '10', 'Heartburn': '10', 'Hot flashes': '3', 'Leg weakness': '3', 'Feeling hot and cold': '3', 'Arm weakness': '3', 'Bones are painful': '3'}"
195,Urge incontinence,"{'Frequent urination': '80', 'Involuntary urination': '58', 'Symptoms of bladder': '44', 'Retention of urine': '37', 'Suprapubic pain': '37', 'Painful urination': '28', 'Back pain': '25', 'Blood in urine': '25', 'Excessive urination at night': '22', 'Constipation': '12', 'Vaginal itching': '9', 'Symptoms of prostate': '9'}"
196,Edward syndrome,"{'Fever': '68', 'Suprapubic pain': '68', 'Knee lump or mass': '8', 'Excessive growth': '8', 'Vulvar sore': '8', 'Shoulder swelling': '8', 'Wrist weakness': '8', 'Nailbiting': '8', 'Itchy eyelid': '8', 'Cross-eyed': '8', 'Eye strain': '8', 'Joint stiffness or tightness': '8'}"
197,Open wound of the arm,"{'Arm pain': '26', 'Elbow pain': '12', 'Redness in or around nose': '2', 'Elbow lump or mass': '1', 'Hand or finger weakness': '1', 'Elbow swelling': '1', 'Knee weakness': '1'}"
198,Muscular dystrophy,"{'Fatigue': '48', 'Headache': '34', 'Muscle weakness': '34', 'Cough': '34', 'Weakness': '28', 'Nasal congestion': '28', 'Loss of sensation': '20', 'Double vision': '20', 'Hand or finger pain': '20', 'Problems with movement': '20', 'Hip pain': '20', 'Feeling cold': '11'}"
199,Mittelschmerz,"{'Sharp abdominal pain': '84', 'Lower abdominal pain': '74', 'Pelvic pain': '68', 'Painful menstruation': '60', 'Vomiting': '49', 'Side pain': '32', 'Long menstrual periods': '32', 'Fever': '32', 'Diarrhea': '32', 'Acne or pimples': '32', 'Burning abdominal pain': '32', 'Involuntary urination': '32'}"
200,Corneal abrasion,"{'Pain in eye': '87', 'Eye redness': '55', 'Symptoms of eye': '32', 'Swollen eye': '28', 'Diminished vision': '28', 'Lacrimation': '27', 'Foreign body sensation in eye': '24', 'Eye burns or stings': '14', 'Itchiness of eye': '14', 'Eyelid swelling': '6', 'Eyelid lesion or rash': '3', 'White discharge from eye': '3'}"
1,Anemia of chronic disease,"{'Weakness': '52', 'Diarrhea': '34', 'Fatigue': '34', 'Dizziness': '34', 'Vomiting': '34', 'Weight gain': '20', 'Chills': '20', 'Itching of skin': '20', 'Feeling ill': '20', 'Coryza': '20', 'Low back weakness': '1', 'Emotional symptoms': '1'}"
2,Dysthymic disorder,"{'Depression': '76', 'Anxiety and nervousness': '72', 'Depressive or psychotic symptoms': '44', 'Insomnia': '22', 'Excessive anger': '7', 'Low self-esteem': '7', 'Disturbance of memory': '6', 'Temper problems': '4', 'Fears and phobias': '4', 'Slurring words': '3', 'Loss of sex drive': '2', 'Antisocial behavior': '2'}"
